event,date,page_url,pdf_url
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/19461,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/2026_bspa_fiscal_sponsorhip_projects.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15961,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._09.22.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15961,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_10.14.25_fsr.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15961,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/10.14.25_att.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15966,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/11-10-2025_att_2_of_2.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15966,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/11-10-2025_att_1_of_2.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15966,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._10.27.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15966,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/special_mtg._10.27.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15966,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_11.10.25_fsr.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/20076,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/12.08.25_att.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/20076,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._11.24.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/20076,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_12.08.25_-_fsr.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/19341,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/11-10-2025_att_2_of_2.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/19341,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/11-10-2025_att_1_of_2.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/19341,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._10.27.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/19341,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/special_mtg._10.27.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/19341,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_11.10.25_fsr_amended.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/19346,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/11-10-2025_att_2_of_2.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/19346,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/11-10-2025_att_1_of_2.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/19346,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._10.27.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/19346,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/special_mtg._10.27.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/19346,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_11.10.25_fsr.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/19396,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/11-10-2025_att_2_of_2.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/19396,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/11-10-2025_att_1_of_2.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/19396,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._10.27.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/19396,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/special_mtg._10.27.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/19396,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_11.10.25_fsr.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/20166,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/12.08.25_att.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/20166,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_12.08.25_-_fsr.pdf
Village of Ballston Spa Board of Trustees Meeting,"October 14, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/20166,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._11.24.25_0.pdf
Planning Board Meeting,"October 8, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18891,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/10.8.25_meeting_agenda.pdf
Planning Board Meeting,"October 8, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18891,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/info_packet_154_milton_ave_mcandrew_0.pdf
Zoning Board of Appeals Meeting,"September 24, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18571,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/info_packet_20_milton_ave.pdf
Zoning Board of Appeals Meeting,"September 24, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18571,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/9.24.25_zba_agenda.pdf
Village of Ballston Spa Board of Trustees Meeting,"September 22, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18736,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._09.08.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"September 22, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18736,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/9-22-25_attachments.pdf
Village of Ballston Spa Board of Trustees Meeting,"September 22, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18736,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_09.22.25_fsr_with_abstract_numbers.pdf
Historic District Commission Presentation,"September 22, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18256,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/proposed_model_law.pdf
Committee on the Arts Meeting,"September 17, 2025 - 5:30pm",https://www.ballstonspa.gov/home/events/17601,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/9.17.2025_meeting_agenda.pdf
Park and Tree Meeting,"September 16, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18561,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/park_and_tree_agenda_9.16.25.pdf
Planning Board Meeting,"September 10, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18501,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/5865a_-_site_plan_app_checklist.pdf
Planning Board Meeting,"September 10, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18501,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/executed_purchase_agreement_-_7-8-2025_katz_rossi.pdf
Planning Board Meeting,"September 10, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18501,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/5865a-sub.pdf
Planning Board Meeting,"September 10, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18501,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/5865a_-_subdvision_app.pdf
Planning Board Meeting,"September 10, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18501,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/5865a_-_site_plan.pdf
Planning Board Meeting,"September 10, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18501,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/5865a_-_seaf.pdf
Planning Board Meeting,"September 10, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18501,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/5865a_-_cover_letter.pdf
Planning Board Meeting,"September 10, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18501,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/2025_-_0602_-_5865a_-project_narrative.pdf
Planning Board Meeting,"September 10, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18501,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/9.10.25_meeting_agenda.pdf
Planning Board Meeting,"September 10, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18501,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/planning_board_9.10.25_meeting_ltr_to_katz_9.3.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"September 8, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15956,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._08.25.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"September 8, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15956,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_09.08.25_fsr.pdf
Village of Ballston Spa Board of Trustees Meeting,"September 8, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15956,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/09.08.25_att_0.pdf
Village of Ballston Spa Special Trustees Meeting,"August 27, 2025 - 6:30pm",https://www.ballstonspa.gov/home/events/18336,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/zoning_code_8.26.25_easier_to_read.pdf
Location Change : Zoning Board of Appeals Meeting,"August 27, 2025 - 6:00pm",https://www.ballstonspa.gov/home/events/18296,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/8.27.25_zba_agenda.pdf
Location Change : Zoning Board of Appeals Meeting,"August 27, 2025 - 6:00pm",https://www.ballstonspa.gov/home/events/18296,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/7.30.25_zba_minutes_-_draft.pdf
Location Change : Zoning Board of Appeals Meeting,"August 27, 2025 - 6:00pm",https://www.ballstonspa.gov/home/events/18296,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/info_packet_washington_st_216.32-1-96.1_row_houses_tacy.pdf
Location Change : Zoning Board of Appeals Meeting,"August 27, 2025 - 6:00pm",https://www.ballstonspa.gov/home/events/18296,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/info_packet_washington_st_216.32-2-2_single_family_homes_tacy.pdf
Location Change : Zoning Board of Appeals Meeting,"August 27, 2025 - 6:00pm",https://www.ballstonspa.gov/home/events/18296,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/info_packet_galway_st_storage_units_tacy.pdf
Village of Ballston Spa Board of Trustees Meeting,"August 25, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18411,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._08.11.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"August 25, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18411,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_08.25.25_fsr.pdf
Village of Ballston Spa Board of Trustees Meeting,"August 25, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18411,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/08.25.25_att_with_resolution.pdf
Historic District Commission Meeting,"August 21, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18261,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/historic_district_commision_aug_21_2025_agenda.pdf
Park and Tree Meeting,"August 19, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18321,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/park_and_tree_agenda_8.19.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"August 11, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15951,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._min._07.28.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"August 11, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15951,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_08.11.25_fsr.pdf
Village of Ballston Spa Board of Trustees Meeting,"August 11, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15951,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/special_mtg-zoning_workshop_07.21.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"August 11, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15951,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/08.11.25_att.pdf
Village of Ballston Spa Board of Trustees Meeting,"July 28, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18181,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/att_7-28-2025.pdf
Village of Ballston Spa Board of Trustees Meeting,"July 28, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18181,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_07.28.25_fsr.pdf
Village of Ballston Spa Board of Trustees Meeting,"July 28, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18181,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._07.16.25.pdf
Special Board of Trustees Meeting,"July 21, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18091,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/special_agenda_07.21.25_fsr.pdf
POSTPONED - Village of Ballston Spa Board of Trustees Meeting,"July 16, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15946,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._06.23.25.pdf
POSTPONED - Village of Ballston Spa Board of Trustees Meeting,"July 16, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15946,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_07.16.25_fsr_0.pdf
POSTPONED - Village of Ballston Spa Board of Trustees Meeting,"July 16, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15946,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/07.16.25_att_0.pdf
Historic District Commission Meeting,"July 10, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/17966,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/hdc_7.10.25_meeting_agenda_.pdf
Planning Board Meeting,"July 9, 2025 - 6:00pm",https://www.ballstonspa.gov/home/events/17941,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/boyea_carriage_5-17-25_final-a4.pdf
Planning Board Meeting,"July 9, 2025 - 6:00pm",https://www.ballstonspa.gov/home/events/17941,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/boyea_carriage_5-17-25_final-a3.pdf
Planning Board Meeting,"July 9, 2025 - 6:00pm",https://www.ballstonspa.gov/home/events/17941,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/boyea_carriage_5-17-25_final-a2.pdf
Planning Board Meeting,"July 9, 2025 - 6:00pm",https://www.ballstonspa.gov/home/events/17941,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/boyea_carriage_5-17-25_final-a1.pdf
Planning Board Meeting,"July 9, 2025 - 6:00pm",https://www.ballstonspa.gov/home/events/17941,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/7.9.25_meeting_agenda.pdf
Village of Ballston Spa Board of Trustees Meeting,"June 23, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/17861,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._06.09.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"June 23, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/17861,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_06.23.25_fsr_0.pdf
Village of Ballston Spa Board of Trustees Meeting,"June 23, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/17861,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/06.23.25_att_0.pdf
Committee on the Arts Meeting,"June 18, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/17446,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/coa_06.18.2025_agenda.pdf
Library Board of Trustees Meeting,"June 17, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/17676,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bspl_staff_agenda_june_12.pdf
Village of Ballston Spa Park and Tree Board,"June 17, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16706,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/park_and_tree_agenda_6.17.25.pdf
BOA Committee Meeting,"June 12, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/17631,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_-_committee_meeting_4.pdf
Joint Zoning Board and Planning Board Meeting,"June 11, 2025 - 6:00pm",https://www.ballstonspa.gov/home/events/17341,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/owner_authorization.pdf
Joint Zoning Board and Planning Board Meeting,"June 11, 2025 - 6:00pm",https://www.ballstonspa.gov/home/events/17341,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/letter_of_inent_to_zba_pb_5.1.25_9850068.pdf
Joint Zoning Board and Planning Board Meeting,"June 11, 2025 - 6:00pm",https://www.ballstonspa.gov/home/events/17341,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/feaf_2025-05-01.pdf
Joint Zoning Board and Planning Board Meeting,"June 11, 2025 - 6:00pm",https://www.ballstonspa.gov/home/events/17341,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/environmental_easement.pdf
Joint Zoning Board and Planning Board Meeting,"June 11, 2025 - 6:00pm",https://www.ballstonspa.gov/home/events/17341,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/coc.pdf
Joint Zoning Board and Planning Board Meeting,"June 11, 2025 - 6:00pm",https://www.ballstonspa.gov/home/events/17341,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bath_street_view.pdf
Joint Zoning Board and Planning Board Meeting,"June 11, 2025 - 6:00pm",https://www.ballstonspa.gov/home/events/17341,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/architectural-plans-v2.pdf
Joint Zoning Board and Planning Board Meeting,"June 11, 2025 - 6:00pm",https://www.ballstonspa.gov/home/events/17341,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/2023024-_engineering_report-_tannery_commons.pdf
Joint Zoning Board and Planning Board Meeting,"June 11, 2025 - 6:00pm",https://www.ballstonspa.gov/home/events/17341,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/2023024_swppp.pdf
